INFO--log_tools.setup_logger:   日志系统初始化完成
INFO--Attn_Layer_Baseline2.o_allreduce_per_core:   start o_allreduce_per_core
INFO--Latency_Computer.softmax_latency:   softmax in_matrix shape=4096*10521
INFO--Latency_Computer.softmax_latency:   per_row_turns=42, row_num=4096
INFO--Latency_Computer.softmax_latency:   NNULT softmax延迟=0.88ms
INFO--Latency_Computer.layernorm_latency:   NNULT layernorm延迟=0.16ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.08ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.08ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.08ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=4096, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=128, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=16, 准确的计算周期数=1346688
INFO--Latency_Computer.compute_latency:   CIM计算延迟=3.37ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=10521, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=42, 利用率=97.85%
INFO--Latency_Computer.compute_cycles:   page_turn=6, 准确的计算周期数=196608
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.49ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2048, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=64, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=8, 准确的计算周期数=262144
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.66ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.03ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.03ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.03ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.17ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.17ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.03ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=2.53ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.65ms
INFO--run_Attn_baseline.run_Attn_baseline:   Attn基线模型计算延迟: 4.75936
INFO--run_Attn_baseline.run_Attn_baseline:   Attn基线模型DRAM延迟: 0.4744714024568746
INFO--run_Attn_baseline.run_Attn_baseline:   Attn基线模型NoC延迟: 3.17016
INFO--run_Attn_baseline.run_Attn_baseline:   Attn基线模型非线性延迟: 0.22272007812499997
INFO--run_Attn_baseline.run_Attn_baseline:   Attn基线模型总延迟: 8.626711480581875
INFO--Latency_Computer.softmax_latency:   softmax in_matrix shape=4096*10521
INFO--Latency_Computer.softmax_latency:   per_row_turns=42, row_num=4096
INFO--Latency_Computer.softmax_latency:   NNULT softmax延迟=0.88ms
INFO--Latency_Computer.softmax_energy_consumption:   NNULT softmax能耗=0.00mJ
INFO--Latency_Computer.layernorm_latency:   NNULT layernorm延迟=0.16ms
INFO--Latency_Computer.layernorm_energy_consumption:   NNULT layernorm能耗=0.00mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.02mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.02mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.02mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=4096, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=128, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=16, 准确的计算周期数=1346688
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.89mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=10521, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=42, 利用率=97.85%
INFO--Latency_Computer.compute_cycles:   page_turn=6, 准确的计算周期数=196608
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.13mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2048, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=64, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=8, 准确的计算周期数=262144
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.17mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.06mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.06mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.06mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.31mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.31mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.06mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=3.46mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.89mJ
INFO--run_Attn_baseline.run_Attn_baseline:   Attn基线模型计算能耗: 80.8186343540081
INFO--run_Attn_baseline.run_Attn_baseline:   Attn基线模型DRAM能耗: 54.72699285504
INFO--run_Attn_baseline.run_Attn_baseline:   Attn基线模型NoC能耗: 278.3978717184
INFO--run_Attn_baseline.run_Attn_baseline:   Attn基线模型非线性能耗: 0.030766017063999996
INFO--run_Attn_baseline.run_Attn_baseline:   Attn基线模型SRAM能耗: 60.04924921972296
INFO--run_Attn_baseline.run_Attn_baseline:   Attn基线模型总能耗: 413.9742649445121
INFO--Attn_Layer_SeqParal.q_gen_per_core:   start q_gen_per_core
INFO--Attn_Layer_SeqParal.k_gen_per_core:   start k_gen_per_core
INFO--Attn_Layer_SeqParal.v_gen_per_core:   start v_gen_per_core
INFO--Attn_Layer_SeqParal.q_all2all_transfer:   start q_all2all_transfer
INFO--Attn_Layer_SeqParal.k_all2all_transfer:   start k_all2all_transfer
INFO--Attn_Layer_SeqParal.v_all2all_transfer:   start v_all2all_transfer
INFO--Attn_Layer_SeqParal.chunk_s_gen_per_core:   start chunk_s_gen_per_core
INFO--Attn_Layer_SeqParal.sv_gen_per_core:   start sv_gen_per_core
INFO--Attn_Layer_SeqParal.sv_all2all_transfer:   start sv_all2all_transfer
INFO--Attn_Layer_SeqParal.psum_o_gen_per_core:   start psum_o_gen_per_core
INFO--Attn_Layer_SeqParal.o_allreduce_per_core:   start o_allreduce_per_core
INFO--Latency_Computer.softmax_latency:   softmax in_matrix shape=1024*10521
INFO--Latency_Computer.softmax_latency:   per_row_turns=42, row_num=1024
INFO--Latency_Computer.softmax_latency:   NNULT softmax延迟=0.22ms
INFO--Latency_Computer.layernorm_latency:   NNULT layernorm延迟=0.16ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.08ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.08ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.08ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=1024, matrix_B.matrix_height=128, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=32, page_y=1, 利用率=50.00%
INFO--Latency_Computer.compute_cycles:   page_turn=4, 准确的计算周期数=336672
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.84ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=128, matrix_B.matrix_height=10521, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=4, page_y=42, 利用率=97.85%
INFO--Latency_Computer.compute_cycles:   page_turn=21, 准确的计算周期数=172032
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.43ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2048, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=64, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=8, 准确的计算周期数=262144
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.66ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.03ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.03ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.03ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.05ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.05ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.03ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.16ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.16ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.65ms
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型非线性延迟: 0.22272007812499997
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型计算延迟: 2.17288
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型DRAM延迟: 0.22576154835854612
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型NoC延迟: 0.97611
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型总延迟: 3.597471626483546
INFO--Latency_Computer.softmax_latency:   softmax in_matrix shape=1024*10521
INFO--Latency_Computer.softmax_latency:   per_row_turns=42, row_num=1024
INFO--Latency_Computer.softmax_latency:   NNULT softmax延迟=0.22ms
INFO--Latency_Computer.softmax_energy_consumption:   NNULT softmax能耗=0.00mJ
INFO--Latency_Computer.layernorm_latency:   NNULT layernorm延迟=0.16ms
INFO--Latency_Computer.layernorm_energy_consumption:   NNULT layernorm能耗=0.00mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.02mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.02mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.02mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=1024, matrix_B.matrix_height=128, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=32, page_y=1, 利用率=50.00%
INFO--Latency_Computer.compute_cycles:   page_turn=4, 准确的计算周期数=336672
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.22mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=128, matrix_B.matrix_height=10521, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=4, page_y=42, 利用率=97.85%
INFO--Latency_Computer.compute_cycles:   page_turn=21, 准确的计算周期数=172032
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.11mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2048, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=64, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=8, 准确的计算周期数=262144
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.17mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.06mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.06mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.06mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.08mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.08mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.06mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.01mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.01mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.01mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.22mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.22mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.01mJ
INFO--Latency_Computer.transfer_energy_consumption:   NoC传输能耗=0.89mJ
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型非线性能耗: 0.030766017063999996
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型计算能耗: 36.89764888874494
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型DRAM能耗: 26.040032296959996
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型NoC能耗: 85.7202622464
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型SRAM能耗: 25.041462293696828
INFO--run_Attn_seqparal.run_Attn_seqparal:   Attn序列并行模型总能耗: 173.73017174286576
INFO--Attn_Layer_SeqParal_PredSparse.q_gen_per_core:   start q_gen_per_core
INFO--Attn_Layer_SeqParal_PredSparse.k_gen_per_core:   start k_gen_per_core
INFO--Attn_Layer_SeqParal_PredSparse.v_gen_per_core:   start v_gen_per_core
INFO--Attn_Layer_SeqParal_PredSparse.q_all2all_transfer:   start q_all2all_transfer
INFO--Attn_Layer_SeqParal_PredSparse.k_all2all_transfer:   start k_all2all_transfer
INFO--Attn_Layer_SeqParal_PredSparse.v_all2all_transfer:   start v_all2all_transfer
INFO--Attn_Layer_SeqParal_PredSparse.chunk_pred_s_gen_per_core:   start chunk_pred_s_gen_per_core
INFO--Attn_Layer_SeqParal_PredSparse.chunk_s_gen_per_core:   start chunk_s_gen_per_core
INFO--Attn_Layer_SeqParal_PredSparse.sv_gen_per_core:   start sv_gen_per_core
INFO--Attn_Layer_SeqParal_PredSparse.sv_all2all_transfer:   start sv_all2all_transfer
INFO--Attn_Layer_SeqParal_PredSparse.psum_o_gen_per_core:   start psum_o_gen_per_core
INFO--Attn_Layer_SeqParal_PredSparse.o_allreduce_per_core:   start o_allreduce_per_core
INFO--Latency_Computer.topk_latency:   topk input_array_nums=1024
INFO--Latency_Computer.topk_latency:   topk input_array_length=5702
INFO--Latency_Computer.topk_latency:   topk output_array_length=2630
INFO--Latency_Computer.topk_latency:   per_column_turns=32
INFO--Latency_Computer.topk_latency:   TopK延迟=0.46ms
INFO--Latency_Computer.softmax_latency:   softmax in_matrix shape=1024*2630
INFO--Latency_Computer.softmax_latency:   per_row_turns=11, row_num=1024
INFO--Latency_Computer.softmax_latency:   NNULT softmax延迟=0.06ms
INFO--Latency_Computer.layernorm_latency:   NNULT layernorm延迟=0.16ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.08ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.08ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.08ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2630, matrix_B.matrix_height=128, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=83, page_y=1, 利用率=49.51%
INFO--Latency_Computer.compute_cycles:   page_turn=11, 准确的计算周期数=90112
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.23ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2630, matrix_B.matrix_height=128, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=83, page_y=1, 利用率=49.51%
INFO--Latency_Computer.compute_cycles:   page_turn=11, 准确的计算周期数=90112
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.23ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=128, matrix_B.matrix_height=2630, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=4, page_y=11, 利用率=93.39%
INFO--Latency_Computer.compute_cycles:   page_turn=6, 准确的计算周期数=49152
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.12ms
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2048, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=64, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=8, 准确的计算周期数=262144
INFO--Latency_Computer.compute_latency:   CIM计算延迟=0.66ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.03ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.03ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.03ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.01ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.01ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.01ms
INFO--Latency_Computer.transfer_latency:   DRAM传输延迟=0.03ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.02ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.02ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.00ms
INFO--Latency_Computer.transfer_latency:   NoC传输延迟=0.65ms
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型TopK延迟: 0.4570688677667344
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型非线性延迟: 0.22528499999999999
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型计算延迟: 1.3056
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型DRAM延迟: 0.1690471606033817
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型NoC延迟: 0.69504
INFO--run_Attn_seqparal_predsparse.run_Attn_seqparal_predsparse:   Attn序列并行+预测稀疏模型总延迟: 2.8520410283701163
INFO--Latency_Computer.softmax_latency:   softmax in_matrix shape=1024*2630
INFO--Latency_Computer.softmax_latency:   per_row_turns=11, row_num=1024
INFO--Latency_Computer.softmax_latency:   NNULT softmax延迟=0.06ms
INFO--Latency_Computer.softmax_energy_consumption:   NNULT softmax能耗=0.00mJ
INFO--Latency_Computer.layernorm_latency:   NNULT layernorm延迟=0.16ms
INFO--Latency_Computer.layernorm_energy_consumption:   NNULT layernorm能耗=0.00mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.02mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.02mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=32, matrix_B.matrix_height=2048, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=1, page_y=8, 利用率=100.00%
INFO--Latency_Computer.compute_cycles:   page_turn=1, 准确的计算周期数=32768
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.02mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2630, matrix_B.matrix_height=128, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=83, page_y=1, 利用率=49.51%
INFO--Latency_Computer.compute_cycles:   page_turn=11, 准确的计算周期数=90112
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.06mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2630, matrix_B.matrix_height=128, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=83, page_y=1, 利用率=49.51%
INFO--Latency_Computer.compute_cycles:   page_turn=11, 准确的计算周期数=90112
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.06mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=128, matrix_B.matrix_height=2630, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=4, page_y=11, 利用率=93.39%
INFO--Latency_Computer.compute_cycles:   page_turn=6, 准确的计算周期数=49152
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.03mJ
INFO--Latency_Computer.map_weight_to_cim:   matrix_B.matrix_width=2048, matrix_B.matrix_height=32, cim_config.macro_col_num=32, cim_config.macro_row_num=256
INFO--Latency_Computer.map_weight_to_cim:   page_x=64, page_y=1, 利用率=12.50%
INFO--Latency_Computer.compute_cycles:   page_turn=8, 准确的计算周期数=262144
INFO--Latency_Computer.compute_energy_consumption:   CIM计算能耗=0.17mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.06mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.06mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.06mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.02mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.02mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.02mJ
INFO--Latency_Computer.transfer_energy_consumption:   DRAM传输能耗=0.06mJ
